topic_id,word,weight,in_dictionary,in_cold_war_vocab,in_known_entities,is_abbreviation,is_spanish_stopword,doc_frequency,high_doc_frequency,too_short,non_alpha,flagged_as_noise
3,king,0.007334,True,False,False,False,False,750,True,False,False,False
3,investigation,0.006874,True,False,False,False,False,1796,True,False,False,False
3,interview,0.006732,True,False,False,False,False,1258,True,False,False,False
3,material,0.006099,True,False,False,False,False,1883,True,False,False,False
3,counsel,0.005031,True,False,False,False,False,895,True,False,False,False
3,sa,0.004762,True,False,True,False,False,1075,True,True,False,False
3,letter,0.004465,True,False,False,False,False,1842,True,False,False,False
3,department,0.004184,True,False,False,False,False,1864,True,False,False,False
3,former,0.004126,True,False,False,False,False,1657,True,False,False,False
3,surveillance,0.004048,True,True,False,False,False,829,True,False,False,False
3,dated,0.004002,False,False,False,False,False,1762,True,False,False,False
3,ad,0.003729,True,False,True,False,False,843,True,True,False,False
3,internal,0.0034,True,False,False,False,False,1452,True,False,False,False
4,de,0.064516,True,False,False,False,True,1733,True,True,False,False
4,la,0.040242,True,False,False,False,True,1435,True,True,False,False
4,en,0.023772,True,False,False,False,True,1044,True,True,False,False
4,el,0.021992,True,False,False,False,True,816,True,True,False,False
4,los,0.012578,False,False,False,False,True,812,True,False,False,False
4,del,0.010648,True,False,False,False,True,567,True,False,False,False
4,se,0.009548,True,False,False,False,True,1077,True,True,False,False
4,por,0.009359,False,False,False,False,True,570,True,False,False,False
4,con,0.008955,True,False,False,False,True,876,True,False,False,False
4,un,0.007607,True,False,False,False,True,902,True,True,False,False
4,para,0.007262,True,False,False,False,True,719,True,False,False,False
4,al,0.006902,True,False,False,False,True,1016,True,True,False,False
4,e,0.005793,True,False,False,False,True,726,True,True,False,False
4,una,0.005471,True,False,False,False,True,257,True,False,False,False
4,su,0.005461,False,False,False,False,True,343,True,True,False,False
4,lo,0.0051,True,False,False,False,True,406,True,True,False,False
4,le,0.004976,False,False,False,False,True,919,True,True,False,False
4,cuba,0.003782,True,True,False,False,False,1438,True,False,False,False
4,como,0.003716,False,False,False,False,True,237,True,False,False,False
4,si,0.00265,True,False,False,False,True,559,True,True,False,False
5,miami,0.010745,True,False,False,False,False,841,True,False,False,False
5,cuban,0.007343,True,False,False,False,False,1370,True,False,False,False
5,know,0.005313,True,False,False,False,False,1760,True,False,False,False
5,call,0.005253,True,False,False,False,False,1536,True,False,False,False
5,florida,0.004782,True,False,False,False,False,600,True,False,False,False
5,say,0.004661,True,False,False,False,False,1291,True,False,False,False
5,washington,0.004391,True,False,False,False,False,2001,True,False,False,False
5,told,0.004183,True,False,False,False,False,1545,True,False,False,False
5,phone,0.004052,True,False,False,False,False,1086,True,False,False,False
5,cuba,0.003647,True,True,False,False,False,1438,True,False,False,False
5,fbi,0.003233,False,True,True,False,False,1571,True,False,False,False
5,york,0.003106,True,False,False,False,False,1519,True,False,False,False
5,yes,0.003102,True,False,False,False,False,1049,True,False,False,False
5,people,0.003084,True,False,False,False,False,1598,True,False,False,False
5,telephone,0.00302,True,False,False,False,False,1508,True,False,False,False
5,go,0.00298,True,False,False,False,False,1533,True,True,False,False
5,street,0.002908,True,False,False,False,False,1280,True,False,False,False
5,called,0.002883,False,False,False,False,False,1424,True,False,False,False
5,get,0.002768,True,False,False,False,False,1502,True,False,False,False
5,sturgis,0.00276,False,False,False,False,False,59,False,False,False,True
6,cuban,0.011403,True,False,False,False,False,1370,True,False,False,False
6,miami,0.010075,True,False,False,False,False,841,True,False,False,False
6,cuba,0.008801,True,True,False,False,False,1438,True,False,False,False
6,de,0.008134,True,False,False,False,True,1733,True,True,False,False
6,total,0.005587,True,False,False,False,False,1326,True,False,False,False
6,caracas,0.005315,False,False,True,False,False,299,True,False,False,False
6,info,0.005252,False,False,False,False,False,1415,True,False,False,False
6,havana,0.004688,True,False,True,False,False,706,True,False,False,False
6,check,0.004359,True,False,False,False,False,1717,True,False,False,False
6,madrid,0.004241,True,False,False,False,False,279,True,False,False,False
6,bosch,0.004113,True,False,True,False,False,124,True,False,False,False
6,jose,0.004032,True,False,False,False,False,571,True,False,False,False
6,jmwave,0.004021,False,False,True,False,False,328,True,False,False,False
6,manuel,0.00392,True,False,False,False,False,433,True,False,False,False
6,ref,0.00383,True,False,False,False,False,1142,True,False,False,False
6,exile,0.00378,True,False,False,False,False,661,True,False,False,False
6,fbi,0.003613,False,True,True,False,False,1571,True,False,False,False
6,message,0.00337,True,False,False,False,False,1316,True,False,False,False
6,rodriguez,0.003364,False,False,False,False,False,286,True,False,False,False
6,dated,0.003321,False,False,False,False,False,1762,True,False,False,False
7,soviet,0.01268,True,True,False,False,False,1282,True,False,False,False
7,loginov,0.011381,False,False,True,False,False,31,False,False,False,False
7,wife,0.009533,True,False,False,False,False,1348,True,False,False,False
7,told,0.008176,True,False,False,False,False,1545,True,False,False,False
7,embassy,0.006109,True,True,False,False,False,1274,True,False,False,False
7,subj,0.005662,False,False,False,False,False,357,True,False,False,False
7,asked,0.00555,False,False,False,False,False,1626,True,False,False,False
7,mexico,0.005421,False,True,False,False,False,1092,True,False,False,False
7,de,0.005337,True,False,False,False,True,1733,True,True,False,False
7,meet,0.004667,True,False,False,False,False,1334,True,False,False,False
7,friend,0.004209,True,False,False,False,False,1150,True,False,False,False
7,home,0.003449,True,False,False,False,False,1359,True,False,False,False
7,meeting,0.003268,True,False,False,False,False,1831,True,False,False,False
7,july,0.003209,True,False,False,False,False,1875,True,False,False,False
7,la,0.00318,True,False,False,False,True,1435,True,True,False,False
7,good,0.002995,True,False,False,False,False,1655,True,False,False,False
7,log,0.00295,True,False,False,False,False,197,True,False,False,False
7,valentin,0.002916,True,False,False,False,False,60,False,False,False,False
7,next,0.002771,True,False,False,False,False,1526,True,False,False,False
7,c/o,0.002697,False,False,False,False,False,182,True,False,True,False
8,informant,0.034419,True,False,False,False,False,761,True,False,False,False
8,bureau,0.025223,True,False,False,False,False,1321,True,False,False,False
8,investigation,0.008167,True,False,False,False,False,1796,True,False,False,False
8,field,0.007649,True,False,False,False,False,1903,True,False,False,False
8,letter,0.006434,True,False,False,False,False,1842,True,False,False,False
8,potential,0.00609,True,False,False,False,False,946,True,False,False,False
8,department,0.005084,True,False,False,False,False,1864,True,False,False,False
8,coverage,0.005067,True,False,False,False,False,870,True,False,False,False
8,statement,0.004958,True,False,False,False,False,1671,True,False,False,False
8,program,0.004838,True,False,False,False,False,1577,True,False,False,False
8,confidential,0.004822,True,False,False,False,False,1035,True,False,False,False
8,organization,0.00469,True,False,False,False,False,1943,True,False,False,False
8,furnished,0.0046,True,False,False,False,False,1190,True,False,False,False
8,index,0.004476,True,False,False,False,False,1046,True,False,False,False
8,authority,0.004344,True,False,False,False,False,1626,True,False,False,False
8,payment,0.004125,True,False,False,False,False,668,True,False,False,False
8,sac,0.004112,True,False,False,False,False,586,True,False,False,False
8,set,0.004047,True,False,False,False,False,1714,True,False,False,False
8,symbol,0.004016,True,False,False,False,False,722,True,False,False,False
8,country,0.003894,True,False,False,False,False,1872,True,False,False,False
9,line,0.052377,True,False,False,False,False,1427,True,False,False,False
9,enter,0.020468,True,False,False,False,False,702,True,False,False,False
9,tax,0.016852,True,False,False,False,False,564,True,False,False,False
9,schedule,0.013644,True,False,False,False,False,622,True,False,False,False
9,total,0.012308,True,False,False,False,False,1326,True,False,False,False
9,loss,0.011983,True,False,False,False,False,446,True,False,False,False
9,income,0.011465,True,False,False,False,False,457,True,False,False,False
9,amount,0.009549,True,False,False,False,False,1058,True,False,False,False
9,instruction,0.007962,True,False,False,False,False,1545,True,False,False,False
9,gain,0.007678,True,False,False,False,False,436,True,False,False,False
9,attach,0.007526,True,False,False,False,False,395,True,False,False,False
9,less,0.00581,True,False,False,False,False,1099,True,False,False,False
9,credit,0.004874,True,False,False,False,False,674,True,False,False,False
9,business,0.00481,True,False,False,False,False,1518,True,False,False,False
9,net,0.004673,True,False,False,False,False,532,True,False,False,False
9,add,0.004588,True,False,False,False,False,742,True,False,False,False
9,deduction,0.004188,True,False,False,False,False,152,True,False,False,False
9,expense,0.004175,True,False,False,False,False,810,True,False,False,False
9,social,0.004111,True,False,False,False,False,1249,True,False,False,False
9,property,0.003812,True,False,False,False,False,727,True,False,False,False
10,committee,0.020341,True,False,False,False,False,1720,True,False,False,False
10,fbi,0.016232,False,True,True,False,False,1571,True,False,False,False
10,investigation,0.011339,True,False,False,False,False,1796,True,False,False,False
10,select,0.007362,True,False,False,False,False,958,True,False,False,False
10,attorney,0.007099,True,False,False,False,False,1065,True,False,False,False
10,department,0.005948,True,False,False,False,False,1864,True,False,False,False
10,house,0.00561,True,False,False,False,False,1704,True,False,False,False
10,bureau,0.005398,True,False,False,False,False,1321,True,False,False,False
10,material,0.005027,True,False,False,False,False,1883,True,False,False,False
10,senate,0.005019,True,False,False,False,False,634,True,False,False,False
10,ad,0.004758,True,False,True,False,False,843,True,True,False,False
10,counsel,0.004652,True,False,False,False,False,895,True,False,False,False
10,federal,0.004403,True,False,False,False,False,1382,True,False,False,False
10,legal,0.00419,True,False,False,False,False,1274,True,False,False,False
10,dep,0.003915,False,False,False,False,False,403,True,False,False,False
10,letter,0.003623,True,False,False,False,False,1842,True,False,False,False
10,dated,0.003617,False,False,False,False,False,1762,True,False,False,False
10,representative,0.003334,True,False,False,False,False,1789,True,False,False,False
10,inv,0.003251,False,False,False,False,False,345,True,False,False,False
10,robert,0.00313,True,False,False,False,False,1372,True,False,False,False
11,info,0.009543,False,False,False,False,False,1415,True,False,False,False
11,city,0.006957,True,False,False,False,False,1974,True,False,False,False
11,ref,0.006573,True,False,False,False,False,1142,True,False,False,False
11,rid,0.006398,True,False,False,False,False,532,True,False,False,False
11,cite,0.006142,True,False,False,False,False,979,True,False,False,False
11,mexico,0.005794,False,True,False,False,False,1092,True,False,False,False
11,reproduction,0.005265,True,False,False,False,False,728,True,False,False,False
11,prohibited,0.004829,False,False,False,False,False,818,True,False,False,False
11,message,0.004228,True,False,False,False,False,1316,True,False,False,False
11,branch,0.004122,True,False,False,False,False,1440,True,False,False,False
11,operational,0.004075,True,False,False,False,False,1327,True,False,False,False
11,cuba,0.00404,True,True,False,False,False,1438,True,False,False,False
11,charles,0.003996,True,False,False,False,False,834,True,False,False,False
11,cuban,0.003782,True,False,False,False,False,1370,True,False,False,False
11,tichborn,0.003732,False,False,True,False,False,25,False,False,False,False
11,total,0.003698,True,False,False,False,False,1326,True,False,False,False
11,index,0.0036,True,False,False,False,False,1046,True,False,False,False
11,destroy,0.003469,True,False,False,False,False,654,True,False,False,False
11,approval,0.003463,True,False,False,False,False,1548,True,False,False,False
11,trace,0.003231,True,False,False,False,False,662,True,False,False,False
12,people,0.00658,True,False,False,False,False,1598,True,False,False,False
12,country,0.003528,True,False,False,False,False,1872,True,False,False,False
12,party,0.003443,True,True,False,False,False,1541,True,False,False,False
12,american,0.003153,True,False,False,False,False,1876,True,False,False,False
12,committee,0.003056,True,False,False,False,False,1720,True,False,False,False
12,program,0.002907,True,False,False,False,False,1577,True,False,False,False
12,york,0.002552,True,False,False,False,False,1519,True,False,False,False
12,national,0.002294,True,False,False,False,False,1928,True,False,False,False
12,free,0.00226,True,False,False,False,False,904,True,False,False,False
12,political,0.002221,True,False,False,False,False,1578,True,False,False,False
12,world,0.002211,True,False,False,False,False,1053,True,False,False,False
12,organization,0.001942,True,False,False,False,False,1943,True,False,False,False
12,international,0.001935,True,False,False,False,False,1080,True,False,False,False
12,german,0.001923,True,False,False,False,False,500,True,False,False,False
12,wiley,0.001916,False,False,True,False,False,17,False,False,False,False
12,europe,0.001847,False,False,True,False,False,570,True,False,False,False
12,communist,0.001825,True,True,False,False,False,1469,True,False,False,False
12,letter,0.00177,True,False,False,False,False,1842,True,False,False,False
12,paris,0.00177,True,False,False,False,False,596,True,False,False,False
12,germany,0.001756,False,True,False,False,False,518,True,False,False,False
13,nosenko,0.035749,False,False,True,False,False,112,True,False,False,False
13,kgb,0.021122,False,True,True,False,False,300,True,False,False,False
13,soviet,0.012245,True,True,False,False,False,1282,True,False,False,False
13,american,0.01043,True,False,False,False,False,1876,True,False,False,False
13,department,0.009735,True,False,False,False,False,1864,True,False,False,False
13,moscow,0.009276,True,False,False,False,False,515,True,False,False,False
13,embassy,0.008383,True,True,False,False,False,1274,True,False,False,False
13,ussr,0.003549,False,False,True,False,False,570,True,False,False,False
13,second,0.003534,True,False,False,False,False,1343,True,False,False,False
13,directorate,0.003485,True,False,False,False,False,383,True,False,False,False
13,deputy,0.003324,True,False,False,False,False,1459,True,False,False,False
13,january,0.003246,True,False,False,False,False,1743,True,False,False,False
13,tourist,0.003241,True,False,False,False,False,289,True,False,False,False
13,told,0.003067,True,False,False,False,False,1545,True,False,False,False
13,reported,0.002998,False,False,False,False,False,1666,True,False,False,False
13,march,0.002983,True,False,False,False,False,1820,True,False,False,False
13,u.s.,0.002945,False,False,True,True,False,1919,True,False,True,False
13,april,0.002855,True,False,False,False,False,1765,True,False,False,False
13,question,0.002755,True,False,False,False,False,1899,True,False,False,False
13,oswald,0.002753,True,True,True,False,False,344,True,False,False,False
14,address,0.009846,True,False,False,False,False,1639,True,False,False,False
14,city,0.008435,True,False,False,False,False,1974,True,False,False,False
14,yes,0.00677,True,False,False,False,False,1049,True,False,False,False
14,duty,0.006365,True,False,False,False,False,1330,True,False,False,False
14,country,0.005962,True,False,False,False,False,1872,True,False,False,False
14,grade,0.005153,True,False,False,False,False,477,True,False,False,False
14,personnel,0.004728,True,False,False,False,False,1967,True,False,False,False
14,employee,0.004624,True,False,False,False,False,1779,True,False,False,False
14,military,0.004602,True,False,False,False,False,1623,True,False,False,False
14,birth,0.004448,True,False,False,False,False,888,True,False,False,False
14,school,0.004424,True,False,False,False,False,1074,True,False,False,False
14,give,0.00427,True,False,False,False,False,1754,True,False,False,False
14,street,0.004203,True,False,False,False,False,1280,True,False,False,False
14,salary,0.004028,True,False,False,False,False,872,True,False,False,False
14,citizenship,0.00397,True,False,False,False,False,559,True,False,False,False
14,employment,0.003948,True,False,False,False,False,1308,True,False,False,False
14,item,0.003658,True,False,False,False,False,1805,True,False,False,False
14,indicate,0.003637,True,False,False,False,False,1373,True,False,False,False
14,month,0.003625,True,False,False,False,False,1895,True,False,False,False
14,washington,0.003389,True,False,False,False,False,2001,True,False,False,False
15,performance,0.022834,True,False,False,False,False,609,True,False,False,False
15,rating,0.01967,True,False,False,False,False,340,True,False,False,False
15,duty,0.016761,True,False,False,False,False,1330,True,False,False,False
15,employee,0.01662,True,False,False,False,False,1779,True,False,False,False
15,specific,0.010802,True,False,False,False,False,1633,True,False,False,False
15,letter,0.007599,True,False,False,False,False,1842,True,False,False,False
15,supervisor,0.007516,True,False,False,False,False,734,True,False,False,False
15,current,0.007233,True,False,False,False,False,1832,True,False,False,False
15,period,0.00677,True,False,False,False,False,1841,True,False,False,False
15,training,0.006249,True,False,False,False,False,1333,True,False,False,False
15,responsibility,0.005431,True,False,False,False,False,1317,True,False,False,False
15,assignment,0.005257,True,False,False,False,False,1147,True,False,False,False
15,personnel,0.004983,True,False,False,False,False,1967,True,False,False,False
15,job,0.004762,True,False,False,False,False,1215,True,False,False,False
15,evaluation,0.004653,True,False,False,False,False,838,True,False,False,False
15,manner,0.004596,True,False,False,False,False,1208,True,False,False,False
15,reviewing,0.004584,False,False,False,False,False,566,True,False,False,False
15,signature,0.004564,True,False,False,False,False,1253,True,False,False,False
15,ability,0.00396,True,False,False,False,False,738,True,False,False,False
15,overall,0.003943,True,False,False,False,False,551,True,False,False,False
16,fbi,0.016403,False,True,True,False,False,1571,True,False,False,False
16,jaffe,0.008967,False,False,True,False,False,39,False,False,False,False
16,committee,0.008626,True,False,False,False,False,1720,True,False,False,False
16,bureau,0.007943,True,False,False,False,False,1321,True,False,False,False
16,attorney,0.007279,True,False,False,False,False,1065,True,False,False,False
16,soviet,0.005904,True,True,False,False,False,1282,True,False,False,False
16,ssc,0.005662,False,False,True,False,False,313,True,False,False,False
16,letter,0.005452,True,False,False,False,False,1842,True,False,False,False
16,dated,0.005196,False,False,False,False,False,1762,True,False,False,False
16,sullivan,0.005024,False,False,True,False,False,330,True,False,False,False
16,york,0.004889,True,False,False,False,False,1519,True,False,False,False
16,riha,0.004559,False,False,True,False,False,36,False,False,False,False
16,communist,0.004467,True,True,False,False,False,1469,True,False,False,False
16,furnished,0.004286,True,False,False,False,False,1190,True,False,False,False
16,investigation,0.004001,True,False,False,False,False,1796,True,False,False,False
16,department,0.00367,True,False,False,False,False,1864,True,False,False,False
16,response,0.003448,True,False,False,False,False,1117,True,False,False,False
16,interview,0.003445,True,False,False,False,False,1258,True,False,False,False
16,national,0.003428,True,False,False,False,False,1928,True,False,False,False
16,appropriate,0.003396,True,False,False,False,False,1676,True,False,False,False
17,cover,0.0116,True,False,False,False,False,1916,True,False,False,False
17,project,0.009292,True,False,False,False,False,1264,True,False,False,False
17,operational,0.00791,True,False,False,False,False,1327,True,False,False,False
17,york,0.007038,True,False,False,False,False,1519,True,False,False,False
17,proprietary,0.006659,True,False,False,False,False,185,True,False,False,False
17,san,0.006217,True,False,False,False,False,1091,True,False,False,False
17,city,0.00583,True,False,False,False,False,1974,True,False,False,False
17,costa,0.005319,True,False,False,False,False,282,True,False,False,False
17,address,0.004815,True,False,False,False,False,1639,True,False,False,False
17,company,0.004632,True,False,False,False,False,1018,True,False,False,False
17,covert,0.004345,True,True,False,False,False,709,True,False,False,False
17,vaivada,0.004138,False,False,False,False,False,17,False,False,False,True
17,air,0.00392,True,False,False,False,False,1210,True,False,False,False
17,approval,0.003891,True,False,False,False,False,1548,True,False,False,False
17,birth,0.003717,True,False,False,False,False,888,True,False,False,False
17,rica,0.003668,False,False,False,False,False,244,True,False,False,False
17,country,0.003528,True,False,False,False,False,1872,True,False,False,False
17,u.s.,0.003495,False,False,True,True,False,1919,True,False,True,False
17,investigation,0.003488,True,False,False,False,False,1796,True,False,False,False
17,university,0.003292,True,False,False,False,False,1012,True,False,False,False
18,index,0.022874,True,False,False,False,False,1046,True,False,False,False
18,organization,0.015899,True,False,False,False,False,1943,True,False,False,False
18,investigation,0.0158,True,False,False,False,False,1796,True,False,False,False
18,bureau,0.013634,True,False,False,False,False,1321,True,False,False,False
18,card,0.013621,True,False,False,False,False,861,True,False,False,False
18,communist,0.00961,True,True,False,False,False,1469,True,False,False,False
18,subversive,0.008706,True,False,False,False,False,568,True,False,False,False
18,party,0.008377,True,True,False,False,False,1541,True,False,False,False
18,data,0.006479,True,False,False,False,False,1536,True,False,False,False
18,key,0.005407,True,False,False,False,False,982,True,False,False,False
18,dissemination,0.005308,True,False,False,False,False,921,True,False,False,False
18,interview,0.004422,True,False,False,False,False,1258,True,False,False,False
18,status,0.004252,True,False,False,False,False,1558,True,False,False,False
18,shall,0.00407,True,False,False,False,False,704,True,False,False,False
18,field,0.003983,True,False,False,False,False,1903,True,False,False,False
18,employee,0.003888,True,False,False,False,False,1779,True,False,False,False
18,revolutionary,0.003859,True,False,False,False,False,732,True,False,False,False
18,facility,0.003849,True,False,False,False,False,731,True,False,False,False
18,purpose,0.003716,True,False,False,False,False,1890,True,False,False,False
18,membership,0.003598,True,False,False,False,False,618,True,False,False,False
19,know,0.009759,True,False,False,False,False,1760,True,False,False,False
19,think,0.009481,True,False,False,False,False,1023,True,False,False,False
19,thing,0.006619,True,False,False,False,False,1240,True,False,False,False
19,people,0.006192,True,False,False,False,False,1598,True,False,False,False
19,say,0.005916,True,False,False,False,False,1291,True,False,False,False
19,washington,0.005437,True,False,False,False,False,2001,True,False,False,False
19,get,0.005175,True,False,False,False,False,1502,True,False,False,False
19,senator,0.005012,True,False,False,False,False,607,True,False,False,False
19,question,0.004658,True,False,False,False,False,1899,True,False,False,False
19,going,0.004601,True,False,False,False,False,1245,True,False,False,False
19,go,0.004544,True,False,False,False,False,1533,True,True,False,False
19,like,0.004472,True,False,False,False,False,1434,True,False,False,False
19,yes,0.004448,True,False,False,False,False,1049,True,False,False,False
19,paul,0.004356,True,False,False,False,False,842,True,False,False,False
19,street,0.004344,True,False,False,False,False,1280,True,False,False,False
19,phone,0.004164,True,False,False,False,False,1086,True,False,False,False
19,way,0.004147,True,False,False,False,False,1725,True,False,False,False
19,right,0.004011,True,False,False,False,False,1463,True,False,False,False
19,ward,0.003878,True,False,False,False,False,243,True,False,False,False
19,assassination,0.003776,True,False,False,False,False,1541,True,False,False,False
20,chicago,0.021792,False,False,True,False,False,594,True,False,False,False
20,black,0.020465,True,False,False,False,False,824,True,False,False,False
20,bpp,0.020379,False,False,True,False,False,143,True,False,False,False
20,illinois,0.016601,True,False,False,False,False,357,True,False,False,False
20,panther,0.013703,True,False,False,False,False,212,True,False,False,False
20,party,0.007487,True,True,False,False,False,1541,True,False,False,False
20,hampton,0.007466,False,False,True,False,False,89,False,False,False,False
20,police,0.006096,True,False,False,False,False,1201,True,False,False,False
20,fbi,0.005885,False,True,True,False,False,1571,True,False,False,False
20,people,0.005683,True,False,False,False,False,1598,True,False,False,False
20,chapter,0.005018,True,False,False,False,False,464,True,False,False,False
20,federal,0.004683,True,False,False,False,False,1382,True,False,False,False
20,west,0.004339,True,False,False,False,False,869,True,False,False,False
20,fred,0.004139,True,False,False,False,False,371,True,False,False,False
20,chin,0.003927,True,False,False,False,False,78,False,False,False,False
20,dossier,0.003785,True,False,False,False,False,167,True,False,False,False
20,street,0.00369,True,False,False,False,False,1280,True,False,False,False
20,headquarters,0.003669,True,False,False,False,False,1802,True,False,False,False
20,sa,0.003494,True,False,True,False,False,1075,True,True,False,False
20,investigation,0.003492,True,False,False,False,False,1796,True,False,False,False
21,cuba,0.013232,True,True,False,False,False,1438,True,False,False,False
21,cuban,0.009767,True,False,False,False,False,1370,True,False,False,False
21,castro,0.007581,False,True,True,False,False,864,True,False,False,False
21,president,0.006315,True,False,False,False,False,1807,True,False,False,False
21,meeting,0.004933,True,False,False,False,False,1831,True,False,False,False
21,military,0.004219,True,False,False,False,False,1623,True,False,False,False
21,soviet,0.003624,True,True,False,False,False,1282,True,False,False,False
21,plan,0.003613,True,False,False,False,False,1971,True,False,False,False
21,force,0.003517,True,False,False,False,False,1629,True,False,False,False
21,support,0.003341,True,False,False,False,False,1723,True,False,False,False
21,u.s.,0.003335,False,False,True,True,False,1919,True,False,True,False
21,country,0.003334,True,False,False,False,False,1872,True,False,False,False
21,communist,0.003206,True,True,False,False,False,1469,True,False,False,False
21,american,0.003015,True,False,False,False,False,1876,True,False,False,False
21,latin,0.002938,True,False,False,False,False,810,True,False,False,False
21,october,0.002831,True,False,False,False,False,1766,True,False,False,False
21,political,0.002741,True,False,False,False,False,1578,True,False,False,False
21,effort,0.002678,True,False,False,False,False,1715,True,False,False,False
21,program,0.002525,True,False,False,False,False,1577,True,False,False,False
21,training,0.0025,True,False,False,False,False,1333,True,False,False,False
22,info,0.006499,False,False,False,False,False,1415,True,False,False,False
22,message,0.005799,True,False,False,False,False,1316,True,False,False,False
22,ref,0.005743,True,False,False,False,False,1142,True,False,False,False
22,unit,0.005415,True,False,False,False,False,1576,True,False,False,False
22,city,0.00519,True,False,False,False,False,1974,True,False,False,False
22,per,0.004801,True,False,False,False,False,1705,True,False,False,False
22,reproduction,0.004653,True,False,False,False,False,728,True,False,False,False
22,letter,0.004503,True,False,False,False,False,1842,True,False,False,False
22,press,0.004351,True,False,False,False,False,1172,True,False,False,False
22,issuing,0.004291,True,False,False,False,False,642,True,False,False,False
22,publication,0.003635,True,False,False,False,False,807,True,False,False,False
