topic_id,doc_index,file_id,topic_weight,text_preview
7,2075,104-10331-10149,0.979856,april lee strickland chief irg/oim j. barry harrelson jfk project officer pending arrb issue exdir info brief covert action within ford presidential library referred material raise concern helm mfr pi
7,2076,104-10331-10152,0.964103,april deputy executive director via director management lee s. strickland chief group/oim pending arrb jfk board issue aiuo per request april bi-weekly meeting summarized significant issue deliberatio
7,2070,104-10331-10127,0.955166,chief historical group december fredrick c. wickham jr. focal point arrb position identification strongly opposes release arrb phrase good kubark asset previously withheld attachment cia asked nicarag
8,558,104-10163-10140_chunk_001,0.999844,routing sheet prior fluing fill peci beck deach back flap forward rid destoy bont cover sheet unless significant ection lakh commenta requiring preservation rom te action branch lenoland uile shown pr
8,540,104-10162-10248_chunk_001,0.999836,haterial reviewed cia headquarters house select committee assassination seder file title/number/volume inclusive custodial unit/location deletion received cate returned jul apaujo-bernal leopoldo room
8,147,104-10074-10006,0.999484,r. wagner sept le secretariat dissemination eur total ret incer return dranch idg file c file ile rid return cia background cilops rilan secury cilso clsa ipico classification time filed cite direct v
8,73,104-10064-10015,0.999426,r. wagner total cofies sept ae secretariat qisseminations index return branch file bid eur file idg file c file siloes rilan secury cilso iclassification time-filed elitet trefore cite direc brussels 
8,1441,104-10220-10074,0.993713,caution- blani foras req secure storage field natines regzest mu dispatch i̇ndeki̇ng regasted indeling chief latin america huo amature laro dashd qief er chief stockhola mnintel ream pc arrivals/depar
9,1936,104-10308-10029,0.976612,memurandum amcanoe steak job file included volume description project concern u.s. contact resistance group cuba support unidad de liberacion nacional uln plan effort overthrow castro principle player
9,1720,104-10232-10004,0.968493,cloned october meeting dr. miko cardona october dr. mirc arrived a. meeting sot driven secrotary introduced first meeting remained outside car meeting lasted noon first dr. miro handed note longland l
9,1739,104-10236-10056,0.967954,secret october meeting dr. miro cardona october dr. miro arrived a. m. meeting set driven secretary introduced first meeting remained outside car meeting lasted noon first dr. miro handed note longhan
9,254,104-10102-10232,0.956416,return cia background february nestor antonio moreno lopez moreno born august havana cuba father cuban senator cuban minister public work moreno became lawyer continued live comfortable circumstance b
9,261,104-10103-10108,0.956263,february nestor antonio moreno lopez moreno born august havana cuba father cuban senator cuban minister public work moreno became lawyer continued live comfortable circumstance became involved anti-ba
10,1108,104-10187-10014_chunk_004,0.999852,liempty project renewal request action required reference reference november january july january january mexico city march processing action marked indexing indexing required qualified desk judge ind
10,1106,104-10187-10014_chunk_002,0.999852,pattern activity association liempty able report accurate change certain specific case liempty coverage showed nikitin mentioned paragraph changed activity pattern defection raisa yerofeyevna kiselnik
10,1110,104-10187-10014_chunk_006,0.994378,destruction cite reason airi coordinate appropriate form previous edition replaces form obsolete c secret uk continued socket cryptonym operating liempty field mexico city target area mexico headquart
10,1111,104-10187-10014_chunk_007,0.97777,requested paragraph project amendment disapproved clackett contract agent quarter allowance turned high relation clackett salary therefore quarter allowance approved written clacketi contract however 
10,1134,104-10188-10000_chunk_006,0.94672,live situation constant potential danger d. status pproved commitment lifeat project approved cantairs element necessary fiscal main difference noted field project outline cost higher base nouse added
11,1602,104-10225-10000_chunk_003,0.970415,nature security problem call kind security scrutiny necessary radio free europe h. feue excellent source cia consequence captain sabalov make available agency list applicant free university biographic
11,3463,157-10014-10242_chunk_023,0.885456,note title indicates intent part congress occupy field provision operates exclusion law state possession political subdivislon state possession matter relieve person obligation imposed law state posse
11,1603,104-10225-10000_chunk_004,0.847764,understand fallacy system seduces forced serve short rfe wishow direct czechculovaks czechoslovakia pole poland hungari .ns hungary enlightened self-interest respective nation fact enlightened self-in
11,1607,104-10225-10000_chunk_008,0.839798,dhi road tock look nofe hatigy july director central intelligenc d'arcy brophy louis hovies trip europa brophy novins tell agreed pay expense trip burge told since traveling business draw tha money he
11,1601,104-10225-10000_chunk_002,0.793169,germany contact poland might lead friend behind curtain seguft security betray unnecessarily tragically heard people promoted behind curtain whispering campaign among pole time recent election effect 
12,3507,176-10036-10149,0.999045,form agency nara series national security file agency file cia title cia report classification restriction last opening criterion comment national security file box cia report box telegram report tele
12,3504,176-10036-10139,0.997134,form agency nara series national security file agency file cia title cia report classification restriction last opening criterion comment national security file box vietnam cia report box syninzed via
12,3488,176-10036-10097,0.996485,form agency nara series national security file agency file cia title central intelligence agency report classification restriction last opening criterion comment national security file box vietnam box
12,3538,177-10002-10105,0.971604,form agency agency lbj series nsf cf ussr vol box agency file cia title special report weekly classification restriction last opening criterion intelligence report paper textual consulted mandatory ma
12,3481,176-10036-10079,0.968838,form agency nara series national security file agency file cia title possible severence cambodian classification restriction last opening criterion comment national security file box vietnam box teleg
13,912,104-10178-10120,0.996438,bouting mutials seen message poam richard ober exit april secretariat dissemination per dele compi total come destroy return branch pre index file ci file impo rid file c/eur c/wh cife cine sdo dessif
13,128,104-10071-10407,0.996147,qugi uniti diy richard ober bar april secretariat dissexunation confi bouring tials seen potal comth exdex ofilk impon rd far destroy beturn branch exder file ci pale dce d/dce dop addc cs/re cite dir
13,132,104-10072-10046,0.98582,message form total.copiest routing and/ initial seen fame bur ame secretamay disseminat meinek xyday sop secr crets delhe secre bxdex exfor rid destro return file c file ddp addp time filed dumber cit
13,717,104-10172-10256,0.981026,outgoing messa omf stock clasification message manỡláng đidicator staff conf info file group director directo stockholny dissem ose per yoxes unintel cktop tiblock ref director pedonor queried pd dipp
13,1084,104-10186-10008,0.977628,co cos/uenos aire cos/guatemala city cos/la paz cos/exico city cos/panama city cob/porto alegre cos/port au spain cos/port au prince cob recife cos/rio de janeiro cos/san jose cos/san salvador cos/san
14,2850,124-10273-10289_redacted_chunk_072,0.99986,marxist-leninist line thought advocate revolution meeting broke hampton rejoined bodyguard bpp member peoria illinois left ballroom approximately person attendance per cent negro incident arrest time 
14,2843,124-10273-10289_redacted_chunk_065,0.99986,content distributed outside agency louis randolph williams anti-riot law rush furnished instruction robert alonzo brown fred hampton maurice monley joseph l. montgomery clarence price set instruction 
14,2838,124-10273-10289_redacted_chunk_060,0.99986,issue black panther regularly contain quotation writing chairman mao tse-tung people republic china feature mao statement political power grows barrel gun national headquarters bpp located shattuck av
14,2839,124-10273-10289_redacted_chunk_061,0.99986,reason failed attend alleged secret meeting bpp lawyer survivers rehearse say inquest allegedly truelock claim attempted awaken hampton agreement johnson bell testimony bobby rush deputy minister defe
14,2821,124-10273-10289_redacted_chunk_043,0.994945,agency follows indicated willie calvin raymond hewit clarence terry travel bpp leader calvin assigned hewitt companion known t.c security guard came buy u.s. saving bond regularly payroll saving rma d
15,2797,124-10273-10289_redacted_chunk_019,0.954965,intelligence responsibility recommendation evaluation submitted december recommended program continued present form wes doeld attachment technical surveillance maintained specific request specific app
15,2804,124-10273-10289_redacted_chunk_026,0.948793,explore accurately potential coverage regard african country suggest coverage time four additional country republic congo leopoldville guinea mali morocco congo key trouble spot africa guinea mali lea
15,2803,124-10273-10289_redacted_chunk_025,0.945084,set castro-type militia observation view political development morocco hendicated believed institute program develop source informant moroccan diplomatic establishment \in united state purpose obtaini
15,2798,124-10273-10289_redacted_chunk_020,0.934463,since enclosure iraq embassy washington d. c. israel embassy ashington d. c. consulat nyc mexico chancer washington d. c. nicaragua chancery washington d. c. panama chancery washington d. c. yugosla i
15,2780,124-10273-10289_redacted_chunk_002,0.87506,coverage providing u recent week material immensely valuable u keeping abreast fast-moving event development international situation great assistance formulation policy 'd-reading view keen interest e
16,2292,124-10179-10220_chunk_002,0.999855,caused gun battle however electronic surveillance allowed advance planning cut risk arresting officer bystander electronic surveillance student democratic society headquarters chicago illinois provide
16,2862,124-10274-10001_multirif_chunk_002,0.924627,adm. dep ad inv intell logél coun plan eval kay doug marvin assistant attorney general apprised fact intended affix property stamp certain nonclassified furnishing senate select committee ssc explaine
16,2750,124-10273-10071_multirif_chunk_002,0.924626,adm. dep ad inv intell logél coun plan eval kay doug marvin assistant attorney general apprised fact intended affix property stamp certain nonclassified furnishing senate select committee ssc explaine
16,2759,124-10273-10086_multirif_chunk_002,0.924625,adm. dep ad inv intell logél coun plan eval kay doug marvin assistant attorney general apprised fact intended affix property stamp certain nonclassified furnishing senate select committee ssc explaine
16,2853,124-10274-10001_chunk_002,0.903233,assistant special agent charge special agent supervisor percent total agent special agent personnel classified exempt gd category declassification indefinite enclosure optional form edition gsa gen. r
17,2810,124-10273-10289_redacted_chunk_032,0.999859,people medical clinic satisfy medical need community understand capital ists america-will never provide adequate medical service black panther party moved establish another com- technical assistance s
17,2814,124-10273-10289_redacted_chunk_036,0.983542,kathleen cleaver since murder black panther treasurer bobby hutton jailing innumerable panther including eldridge cleaver course leader huey newton support membership panther party increased geometric
17,117,104-10071-10102,0.873815,info info dispatch chief womuse chief european chief oslo action required reference ntp transmittal clipping processing action marked indexing indexing required qualified desk judge indexing microfilm
17,2982,124-10276-10483_multirif_chunk_003,0.847341,illigence activity ssc bd ivil former fbi ploke dy ssc ir frustrong recall whether ir gray ir volt go safo together whether i. felt alone advise tir grey finding regard present location file r. lamotr
17,2827,124-10273-10289_redacted_chunk_049,0.842896,eventually replace capitalist system objective law independent man however much reactionary try hold back wheel history sooner later revolution take place inevitably triumph mao tse-tung marxism consi
18,2720,124-10273-10012_multirif_chunk_005,0.949869,bureau regarding cointelpro pertains bpp request list local police department personnel contacted list medium person contacted list fbi personnel connected program present location investigative respo
18,2744,124-10273-10022_multirif_chunk_005,0.949869,bureau regarding cointelpro pertains bpp request list local police department personnel contacted list medium person contacted list fbi personnel connected program present location investigative respo
18,2738,124-10273-10018_multirif_chunk_005,0.949869,bureau regarding cointelpro pertains bpp request list local police department personnel contacted list medium person contacted list fbi personnel connected program present location investigative respo
18,2964,124-10274-10357_multirif_chunk_005,0.949868,bureau regarding cointelpro pertains bpp request list local police department personnel contacted list medium person contacted list fbi personnel connected program present location investigative respo
18,2970,124-10274-10358_multirif_chunk_005,0.949868,bureau regarding cointelpro pertains bpp request list local police department personnel contacted list medium person contacted list fbi personnel connected program present location investigative respo
19,3173,144-10001-10125,0.99955,doc top secret umbrate agency nsa form agency series agency file nsa lowman david sa/sdsofd title sscsgo-assassination oswald lee proposed russian trip textual classification restriction last opening 
19,3121,144-10001-10068,0.998067,top secre cret umbraate form agency nsa agency series agency file nsa nsa title sigint daily summary twenty cuba military activity cuba diplomatic activity report textual classification restriction la
19,3184,144-10001-10166,0.997692,oevng doc ref id gret form agency agency nsa series agency file nsa nsa title castro speaks pres kennedy assassination cuba u blaming cuba assassination report classification restriction last opening 
19,3187,144-10001-10169,0.997526,doc ref id agency nsa poke form agency series agency file nsa nsa hco title alert oriente province believed terminated termination oriente alert report classification restriction last opening criterio
19,3134,144-10001-10083,0.997379,doc ref id agency nsa form agency series agency file nsa nsa restricted title restricted str ect restricted report classification restriction last opening criterion agency determination required comme
20,2459,124-10190-10075_chunk_040,0.99986,regarding arrest publicity regarding fbi fugitive extreme care taken avoid statement brand fugitive guilty crime convicted arrest data identify photograph connection past arrest imprisonment appear ph
20,2426,124-10190-10075_chunk_007,0.999859,technical reference statute express personal opinion reveal identity confidential informant bureau expression like bureau prepare interesting case write-ups juvenile sex offender parole violator submi
20,2454,124-10190-10075_chunk_035,0.999858,detect failure receive latest manual revision table content part cop part ii la enclosure truly john edgar hoover director part ii publication press public contact fbi law enforcement bulletin publica
20,2428,124-10190-10075_chunk_009,0.999857,violator interstate transportation stolen property unlawful flight avoid prosecution unlawful flight avoid confinement unlawful flight avoid giving testimony bureau still promptly bank robbery interst
20,2424,124-10190-10075_chunk_005,0.999857,release file exists connection service award bureau personnel sac provide news medium photograph brief biographical sketch employee employee submit personal interview newsman connection award circumst
21,1863,104-10291-10021_chunk_001,0.999846,ref ation establishment cancellation official cover backstop lef control op chief contract personnel op chief pcs/css operating component action attn support staff apr employee card retirement cia sta
21,1200,104-10194-10014_chunk_002,0.999844,cate signature secure clearance nature lalcutne mate signature chief fic united state government mrs. grim bldg personnel room building january o'connell james p. jr. administrative due nature assignm
21,1844,104-10291-10013_chunk_002,0.999839,beciriba led beceived standard form united state government miss k. haller draft deferment committee august james arthur nool clase local board notified u followsi clase eff aug. indefinitely mtandard
21,1825,104-10291-10002_chunk_003,0.999839,category category chun ina laa category category return official documentation cc orm hhg submit form cover hr rect submit form responsibility eaa category submit form remark and/or mistory nd comp ca
21,1482,104-10222-10000_chunk_003,0.999835,central intelligence space exclusive personnel action emplay dding fotz code statign integree hdqtry birin grade gdf lei code te expires special reference retirement data separation data code cv/ccat.
22,1866,104-10291-10022_chunk_002,0.99985,yes answer yes question give particular including court receive annuity united state district columbia government retirement pension compensation military naval service yes answer yes question give co
22,1494,104-10222-10002_chunk_005,0.999843,science adm. vice technique operation duty branch liaison title ass't chief applied physic nov. tot.mos grade salary duty overseas description duty planning pursuing research development device toohri
22,1223,104-10194-10023_chunk_003,0.999835,eapenence gained year ago pertinent work applying summarized block duty changed materially working employer separate block describe position include pertinent cates employment month year material subm
22,1487,104-10222-10000_chunk_008,0.999828,address board classification ved state blo military reserve status serial organization unit headquarters yes state geloo branch service clist decoration exclusive service ribsons citation official let
22,1179,104-10193-10079_chunk_008,0.999826,dress enige om aromusronger persona feforal mane depar war dept qash ec ssu/ct kind business engar hon te -u.s. government und employdes super description worksalary equ starting per annua secretary r
23,3698,180-10073-10093_chunk_002,0.99986,belief true correct complete declaration preparer taxpayer based preparer knowledge preparer signature taxpayer sign signature boek address zip code return part renter credit question answered march l
23,3699,180-10073-10093_chunk_003,0.99986,excess gain line line enter loss schedule form line otherwise enter zero reduce gain line extent loss line enter loss schedule form line otherwise enter zero add gain line reduce loss line extent gain
23,3702,180-10073-10093_chunk_006,0.99986,security a. principal business activity food service product snack bar b. business name street rural route example retail-hardware wholesale-tobacco services-legal manufacturing-furniture etc c. feder
23,3703,180-10073-10093_chunk_007,0.999858,choice two deduction method either itemize deduction take standard deduction explained instruction separate return husband wife medical dental expense compensated insurance otherwise medicine drug doc
23,3705,180-10073-10093_chunk_009,0.999857,amount payroll¨deduc- add item wage figuring amount-to-be-reported wage salary income tax return social security f.i.c.a rate includes hospital insurance benefit old-age survivor disability insurance 
24,2319,124-10180-10217_multirif_chunk_003,0.999834,tions meet british police authority jan fug sup ited official state meet earliest possible moment responsible mem- bers scotland yard knowl ed geable participation investigation death dr. mart luther 
24,2322,124-10180-10236_multirif_chunk_003,0.999834,tions meet british police authority jan fug sup ited official state meet earliest possible moment responsible mem- bers scotland yard knowl ed geable participation investigation death dr. mart luther 
24,2326,124-10180-10320_multirif_chunk_003,0.999834,tions meet british police authority jan fug sup ited official state meet earliest possible moment responsible mem- bers scotland yard knowl ed geable participation investigation death dr. mart luther 
24,2329,124-10180-10323_multirif_chunk_003,0.999834,tions meet british police authority jan fug sup ited official state meet earliest possible moment responsible mem- bers scotland yard knowl ed geable participation investigation death dr. mart luther 
24,2332,124-10180-10324_multirif_chunk_003,0.999834,tions meet british police authority jan fug sup ited official state meet earliest possible moment responsible mem- bers scotland yard knowl ed geable participation investigation death dr. mart luther 
25,1788,104-10266-10138_chunk_005,0.999848,elite treference numbery pica toate time cite director mexico city liring mexico city additional rqms cuban requirement free world purchase urgent amount foreign exchange available year sugar crop ite
25,919,104-10178-10154_chunk_003,0.99984,job digepol rafael tremols fresneda gustava ortiz faez september state uncertain returning caracas say digepol job pay per month claim little live caracas actively seeking job miami case officer comme
25,854,104-10176-10075_chunk_002,0.999836,cub pemain mexico work administrator mexican company brother presently employed considerable pressure put vealthy mexican benefactor two owns company getting along year health beginning fail suffering
25,1444,104-10220-10128_chunk_003,0.999776,classify file sils aid art branch destroy dig action jafo classified hessage person/unit motified rid total cop advance fleur idoved lotte reproduction prohibited unit secret cite jmwave director cara
25,430,104-10123-10019,0.99505,brig jerry seigel late march message form total routing and/or initial seen secret ost index return per sop file c file ¡able secretariat dissemination onf eur file vr classification branch file rid t
26,224,104-10100-10034,0.998396,nov. king c pili non hulti director info sa cc c/dc dop adop cl/ops citoa fi ee ne ce wh pouch fran bonn brln muni atre multi-addressee perumen zrprima cedar lond pari brus hagu cope stoc oslo madr ro
26,184,104-10077-10153,0.998377,sa addressel sel deferred cent ci gi/ops coa fi el fouch fran bonn bren kai multi-addressee paulon zrprima pari brus hagu cope stoc oslo madr cible sec pls pouch wrence pouce ppan frob bonn hamb prin 
26,2247,104-10527-10212,0.998312,nov. multi adigroses ske rom director sa inf cc cdp adop citoa fi de pouch fran bonn brln mai gta ne atge acc multi-addressee de cet routine perumen zrprima lond pari brus hagu cope stoc oslo hadr row
26,1040,104-10183-10233,0.996446,bjp√ apimere return cia background int fet rfts index file c file paris rom frankfurt director conf c/we info ddp adop c/ci c/fi c/tsd c/ee dc/wh/sa vr iild info rome fran pari desensitized keyway per
26,1010,104-10182-10052_chunk_002,0.994524,wrote reply odacid dec merely answered odacid query previously reported hq belief trip ok intersting odunit debrief v. counit rep told peprime might helt sale aircraft even fighter aircraft joint goc/
27,2710,124-10273-10008_multirif_chunk_001,0.999858,alan g. sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robe
27,2716,124-10273-10012_multirif_chunk_001,0.999858,alan g. sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robe
27,2722,124-10273-10014_multirif_chunk_001,0.999858,alan g. sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robe
27,2728,124-10273-10016_multirif_chunk_001,0.999858,alan g. sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robe
27,2734,124-10273-10018_multirif_chunk_001,0.999858,alan g. sentinella set ag senstudy represents writer recollection testimony given senate select committee ssc pursuant subpoena session commenced a.m. former room caroll arm hotel present senator robe
28,2022,104-10326-10067,0.996517,frp staff conf c/occ info c/orms ctc/ieb ctc/ifc ctcarchive eur/lgl eur/sa limito mdsx occ/osg odpd file c/pcs asp tot oct director staff priority vienna director limit chief/occ info occ/osg chief/pc
28,2017,104-10326-10062,0.996331,frp staff conf c/occ info c/orms d/ogc ea/tib limito mdsx occ/osg odpd ogc/ld file c/pcs asp tot nov director staff το priority bangkok director limit chief/occ info occ/osg chief/pcs ogc/ld ogc/ofld 
28,2210,104-10433-10209_chunk_013,0.978089,reporter december mansfield michael j. eulogy late president john pitzgerald kennedy delivered rotunda united state capitol november britain conn. j.l kapica john fitzgerald kennedy eulogy lore presid
28,2201,104-10433-10209_chunk_004,0.970402,n bourgeois democracy right deny right current digest spyfet press january tragedy tablet november pp assassination nevevack august pp ived second installment death president time january j. tammey fu
28,2202,104-10433-10209_chunk_005,0.955537,h. comp preliminary inventory president com assassination president kennedy washington national archive recorda servica ceneral service administration jones fann forgive grief critical warren commissi
29,2676,124-10271-10013_chunk_006,0.999853,hold hearing shortly possibly prior time ssc get underway present time elliff know agreement plan provide hsc intelligence community ssc furnished department justice according elliff kevin t. maroney 
29,2653,124-10271-10003_chunk_003,0.999853,buchen requested fbi draft proposed intelligence charter bureau felt helpful administration proposal available might counter recommendation committee end meeting wilderotter asked second paper prepare
29,2659,124-10271-10003_multirif_chunk_003,0.999853,intelligence pointed earlier writing indicate intends draft intelligence charter fbi perhaps entire intelligence community elliff comprehensive study past several year bureau internal security intelli
29,2666,124-10271-10011_multirif_chunk_003,0.999853,intelligence pointed earlier writing indicate intends draft intelligence charter fbi perhaps entire intelligence community elliff comprehensive study past several year bureau internal security intelli
29,2686,124-10271-10299_multirif_chunk_003,0.999853,intelligence pointed earlier writing indicate intends draft intelligence charter fbi perhaps entire intelligence community elliff comprehensive study past several year bureau internal security intelli
30,3628,180-10068-10310,0.999681,assassination board final determination notification agency hsca series staff payroll agency file december status postponed part release previously postponed reason board action board decision premise
30,3646,180-10068-10334,0.999644,assassination board final determination notification agency hsca series staff payroll agency file december status postponed part release previously postponed reason board action board decision premise
30,3693,180-10071-10001,0.99962,assassination board final determination notification agency series hsca staff payroll agency file december status postponed part release previously postponed reason board action board decision premise
30,3596,180-10060-10468,0.99962,assassination board final determination notification agency hsca series agency file staff payroll december status postponed part release previously postponed reason board action board decision premise
30,3615,180-10060-10494,0.999606,assassination board final determination notification agency hsca series staff payroll agency file december status postponed part release previously postponed reason board action board decision premise
31,1452,104-10221-10002_chunk_005,0.998198,condte.delovimiento de lovicnbro orga nización de guerrilla guatemalteca nov. jose miguel fernandez reunirse roa dic jose miguel fernandez reunirse roa reunirse ene edmundo jardon ene raul fernandez r
31,2014,104-10326-10058,0.973569,intel dissem per sop frp intel conf iid/noprnt info eur/bcir eur/ib iidirps intelout la/cog la/mcgcen mdsx ncreport nr/ex odpd odpr file isr tot jan director secret intel director houston miami havana
31,2015,104-10326-10059,0.962953,form agency agency cia series agency file jfk project file cia headquarters withheld title withheld restriction last opening criterion comment escalante font paper textual deletion cia correspondence 
31,2016,104-10326-10060,0.955821,form agency agency cia series agency file jfk project file cia withheld director withheld title restriction last opening criterion comment escalante font paper textual deletion cia correspondence arrb
31,883,104-10177-10226_chunk_001,0.854879,outgoing message signal ceatealse caly foxx qmf class cation manoling indicatos conf info file cate-time gro message reference sidex doce return ples tq federal bureau investigation/attn r.k. mchargue
