topic_id,word,weight,in_dictionary,in_cold_war_vocab,too_short,non_alpha,flagged_as_noise
7,identity,0.002782,True,False,False,False,False
7,material,0.002777,True,False,False,False,False
7,j.,0.002708,False,False,True,True,True
7,york,0.002462,True,False,False,False,False
8,mexico,0.01364,False,True,False,False,False
8,city,0.007701,True,False,False,False,False
8,soviet,0.005932,True,True,False,False,False
8,de,0.004493,True,False,True,False,True
8,embassy,0.004182,True,True,False,False,False
8,cuba,0.003924,True,True,False,False,False
8,wife,0.003755,True,False,False,False,False
8,cuban,0.003253,True,False,False,False,False
8,known,0.003102,True,False,False,False,False
8,info,0.003067,False,False,False,False,True
8,communist,0.002935,True,True,False,False,False
8,dispatch,0.002892,True,False,False,False,False
8,birth,0.002835,True,False,False,False,False
8,october,0.002753,True,False,False,False,False
8,reported,0.002679,False,False,False,False,True
8,september,0.002615,True,False,False,False,False
8,havana,0.002611,True,False,False,False,False
8,country,0.002517,True,False,False,False,False
8,july,0.002447,True,False,False,False,False
8,born,0.002445,True,False,False,False,False
9,cuban,0.017757,True,False,False,False,False
9,cuba,0.015905,True,True,False,False,False
9,castro,0.011537,False,True,False,False,False
9,miami,0.006395,True,False,False,False,False
9,exile,0.00468,True,False,False,False,False
9,u.s.,0.004406,False,False,False,True,True
9,bosch,0.003912,True,False,False,False,False
9,havana,0.003484,True,False,False,False,False
9,meeting,0.003132,True,False,False,False,False
9,plan,0.003001,True,False,False,False,False
9,president,0.00275,True,False,False,False,False
9,hunt,0.002671,True,False,False,False,False
9,dated,0.002482,False,False,False,False,True
9,fidel,0.002398,False,False,False,False,True
9,costa,0.002383,True,False,False,False,False
9,jose,0.002382,True,False,False,False,False
9,support,0.00229,True,False,False,False,False
9,fbi,0.002201,False,True,False,False,False
9,june,0.002199,True,False,False,False,False
9,american,0.002172,True,False,False,False,False
10,project,0.015309,True,False,False,False,False
10,operational,0.009058,True,False,False,False,False
10,cover,0.007266,True,False,False,False,False
10,contract,0.00696,True,False,False,False,False
10,approval,0.004897,True,False,False,False,False
10,support,0.004328,True,False,False,False,False
10,personnel,0.004317,True,False,False,False,False
10,soviet,0.004238,True,True,False,False,False
10,gerende,0.004063,False,False,False,False,True
10,period,0.003524,True,False,False,False,False
10,mexico,0.00345,False,True,False,False,False
10,riha,0.003399,False,False,False,False,True
10,headquarters,0.003245,True,False,False,False,False
10,city,0.003079,True,False,False,False,False
10,provided,0.00291,True,False,False,False,False
10,u.s.,0.00279,False,False,False,True,True
10,fund,0.002729,True,False,False,False,False
10,employee,0.002676,True,False,False,False,False
10,proprietary,0.002672,True,False,False,False,False
10,june,0.002661,True,False,False,False,False
11,ncfe,0.006112,False,False,False,False,True
11,committee,0.005904,True,False,False,False,False
11,national,0.004735,True,False,False,False,False
11,free,0.004395,True,False,False,False,False
11,refugee,0.004371,True,False,False,False,False
11,europe,0.004091,False,False,False,False,True
11,benadum,0.00398,False,False,False,False,True
11,contract,0.003801,True,False,False,False,False
11,exile,0.003538,True,False,False,False,False
11,organization,0.003496,True,False,False,False,False
11,rfe,0.003471,False,False,False,False,True
11,crusade,0.003461,True,False,False,False,False
11,policy,0.003367,True,False,False,False,False
11,fund,0.003212,True,False,False,False,False
11,city,0.003121,True,False,False,False,False
11,council,0.003068,True,False,False,False,False
11,plan,0.002904,True,False,False,False,False
11,program,0.002723,True,False,False,False,False
11,mexico,0.002541,False,True,False,False,False
11,department,0.002366,True,False,False,False,False
12,president,0.005895,True,False,False,False,False
12,cuba,0.004915,True,True,False,False,False
12,charles,0.004171,True,False,False,False,False
12,soviet,0.003659,True,True,False,False,False
12,military,0.003526,True,False,False,False,False
12,political,0.003461,True,False,False,False,False
12,communist,0.003307,True,True,False,False,False
12,support,0.003097,True,False,False,False,False
12,force,0.00289,True,False,False,False,False
12,plan,0.002881,True,False,False,False,False
12,national,0.002856,True,False,False,False,False
12,de,0.002606,True,False,True,False,True
12,party,0.002581,True,True,False,False,False
12,haiti,0.002579,False,False,False,False,True
12,country,0.002533,True,False,False,False,False
12,chile,0.002512,True,False,False,False,False
12,american,0.002471,True,False,False,False,False
12,dissem,0.002414,False,False,False,False,True
12,october,0.00235,True,False,False,False,False
12,control,0.002266,True,False,False,False,False
13,woman,0.009475,True,False,False,False,False
13,january,0.008846,True,False,False,False,False
13,washington,0.008084,True,False,False,False,False
13,info,0.006319,False,False,False,False,True
13,ref,0.005631,True,False,False,False,False
13,demonstration,0.005076,True,False,False,False,False
13,vietnam,0.00495,False,True,False,False,False
13,per,0.004799,True,False,False,False,False
13,message,0.004435,True,False,False,False,False
13,unit,0.004398,True,False,False,False,False
13,reproduction,0.004378,True,False,False,False,False
13,mrs.,0.004372,False,False,False,True,True
13,congress,0.00411,True,False,False,False,False
13,rankin,0.00404,False,False,False,False,True
13,cite,0.004007,True,False,False,False,False
13,brigade,0.003603,True,False,False,False,False
13,san,0.003425,True,False,False,False,False
13,peace,0.003353,True,False,False,False,False
13,war,0.003274,True,False,False,False,False
13,jeannette,0.003238,True,False,False,False,False
14,bpp,0.025934,False,False,False,False,True
14,chicago,0.022187,False,False,False,False,True
14,black,0.019285,True,False,False,False,False
14,illinois,0.016168,True,False,False,False,False
14,panther,0.013533,True,False,False,False,False
14,party,0.009155,True,True,False,False,False
14,ray,0.007971,True,False,False,False,False
14,hampton,0.006911,False,False,False,False,True
14,people,0.006512,True,False,False,False,False
14,fbi,0.006022,False,True,False,False,False
14,police,0.005669,True,False,False,False,False
14,federal,0.004437,True,False,False,False,False
14,chapter,0.004044,True,False,False,False,False
14,west,0.004037,True,False,False,False,False
14,national,0.003976,True,False,False,False,False
14,fred,0.003742,True,False,False,False,False
14,headquarters,0.003575,True,False,False,False,False
14,street,0.003483,True,False,False,False,False
14,gun,0.003272,True,False,False,False,False
14,investigation,0.003238,True,False,False,False,False
15,country,0.010488,True,False,False,False,False
15,program,0.010035,True,False,False,False,False
15,department,0.007816,True,False,False,False,False
15,people,0.006893,True,False,False,False,False
15,party,0.005844,True,True,False,False,False
15,coverage,0.005535,True,False,False,False,False
15,military,0.004437,True,False,False,False,False
15,establishment,0.004357,True,False,False,False,False
15,cuba,0.004252,True,True,False,False,False
15,american,0.004062,True,False,False,False,False
15,communist,0.003905,True,True,False,False,False
15,political,0.003854,True,False,False,False,False
15,u.,0.003633,False,False,True,True,True
15,national,0.003602,True,False,False,False,False
15,diplomatic,0.003455,True,False,False,False,False
15,s.,0.003397,False,False,True,True,True
15,force,0.003272,True,False,False,False,False
15,revolutionary,0.00314,True,False,False,False,False
15,effort,0.00308,True,False,False,False,False
15,soviet,0.003015,True,True,False,False,False
16,fbi,0.014072,False,True,False,False,False
16,committee,0.009116,True,False,False,False,False
16,attorney,0.008349,True,False,False,False,False
16,surveillance,0.006843,True,True,False,False,False
16,court,0.005614,True,False,False,False,False
16,investigation,0.005578,True,False,False,False,False
16,national,0.004789,True,False,False,False,False
16,law,0.004781,True,False,False,False,False
16,o'dell,0.004634,False,False,False,True,True
16,department,0.004335,True,False,False,False,False
16,maheu,0.003927,False,False,False,False,True
16,criminal,0.003619,True,False,False,False,False
16,president,0.003342,True,False,False,False,False
16,employee,0.003255,True,False,False,False,False
16,authority,0.003247,True,False,False,False,False
16,washington,0.003219,True,False,False,False,False
16,party,0.003105,True,True,False,False,False
16,adam,0.00308,True,False,False,False,False
16,king,0.002995,True,False,False,False,False
16,organization,0.002872,True,False,False,False,False
17,black,0.026148,True,False,False,False,False
17,people,0.020733,True,False,False,False,False
17,panther,0.016404,True,False,False,False,False
17,party,0.016219,True,True,False,False,False
17,community,0.007154,True,False,False,False,False
17,detroit,0.005627,False,False,False,False,True
17,police,0.005555,True,False,False,False,False
17,revolutionary,0.005339,True,False,False,False,False
17,free,0.004445,True,False,False,False,False
17,program,0.004387,True,False,False,False,False
17,white,0.004271,True,False,False,False,False
17,newton,0.004026,True,False,False,False,False
17,pig,0.00387,True,False,False,False,False
17,power,0.003724,True,False,False,False,False
17,cleaver,0.003651,True,False,False,False,False
17,right,0.003096,True,False,False,False,False
17,huey,0.003063,True,False,False,False,False
17,want,0.002941,True,False,False,False,False
17,revolution,0.002903,True,False,False,False,False
17,national,0.002809,True,False,False,False,False
18,committee,0.010824,True,False,False,False,False
18,list,0.006187,True,False,False,False,False
18,bureau,0.005951,True,False,False,False,False
18,internal,0.005516,True,False,False,False,False
18,fbi,0.00536,False,True,False,False,False
18,department,0.005088,True,False,False,False,False
18,furnished,0.004894,True,False,False,False,False
18,igrs,0.004597,False,False,False,False,True
18,irs,0.004564,False,False,False,False,True
18,interview,0.004526,True,False,False,False,False
18,relating,0.004413,False,False,False,False,True
18,letter,0.004389,True,False,False,False,False
18,organization,0.004364,True,False,False,False,False
18,please,0.004125,True,False,False,False,False
18,revenue,0.003894,True,False,False,False,False
18,nosenko,0.003864,False,False,False,False,True
18,party,0.003681,True,True,False,False,False
18,investigation,0.003558,True,False,False,False,False
18,study,0.003482,True,False,False,False,False
18,davis,0.003271,False,False,False,False,True
19,assassination,0.011206,True,False,False,False,False
19,classification,0.008506,True,False,False,False,False
19,nsa,0.007692,False,True,False,False,False
19,dr.,0.007517,False,False,False,True,True
19,cuban,0.006876,True,False,False,False,False
19,jfk,0.00645,False,False,False,False,True
19,king,0.006435,True,False,False,False,False
19,rev,0.005893,True,False,False,False,False
19,pursuant,0.005474,True,False,False,False,False
19,pres,0.005409,False,False,False,False,True
19,executive,0.005402,True,False,False,False,False
19,top,0.005279,True,False,False,False,False
19,declass,0.005192,True,False,False,False,False
19,mlk,0.005188,False,False,False,False,True
19,conc,0.00516,False,False,False,False,True
19,rfk,0.00515,False,False,False,False,True
19,sen.,0.005069,False,False,False,True,True
19,kennedy,0.005023,False,False,False,False,True
19,president,0.004761,True,False,False,False,False
19,doc,0.004693,True,False,False,False,False
20,informant,0.02854,True,False,False,False,False
20,bureau,0.025349,True,False,False,False,False
20,index,0.012742,True,False,False,False,False
20,investigation,0.011236,True,False,False,False,False
20,organization,0.008973,True,False,False,False,False
20,card,0.008307,True,False,False,False,False
20,field,0.00728,True,False,False,False,False
20,letter,0.006928,True,False,False,False,False
20,statement,0.005307,True,False,False,False,False
20,sac,0.005086,True,False,False,False,False
20,subversive,0.004887,True,False,False,False,False
20,data,0.004679,True,False,False,False,False
20,potential,0.004578,True,False,False,False,False
20,communist,0.004394,True,True,False,False,False
20,authority,0.004298,True,False,False,False,False
20,confidential,0.004266,True,False,False,False,False
20,set,0.004236,True,False,False,False,False
20,furnished,0.004176,True,False,False,False,False
20,party,0.003625,True,True,False,False,False
20,necessary,0.003509,True,False,False,False,False
21,personnel,0.014703,True,False,False,False,False
21,code,0.01269,True,False,False,False,False
21,data,0.010689,True,False,False,False,False
21,salary,0.008804,True,False,False,False,False
21,grade,0.008747,True,False,False,False,False
21,signature,0.007289,True,False,False,False,False
21,employee,0.007108,True,False,False,False,False
21,effective,0.006499,True,False,False,False,False
21,designation,0.006278,True,False,False,False,False
21,career,0.006077,True,False,False,False,False
21,previous,0.005304,True,False,False,False,False
21,field,0.005165,True,False,False,False,False
21,duty,0.004829,True,False,False,False,False
21,rate,0.004479,True,False,False,False,False
21,performance,0.004384,True,False,False,False,False
21,category,0.00436,True,False,False,False,False
21,fund,0.00423,True,False,False,False,False
21,branch,0.004136,True,False,False,False,False
21,pay,0.004127,True,False,False,False,False
21,nature,0.004063,True,False,False,False,False
22,address,0.012021,True,False,False,False,False
22,city,0.009684,True,False,False,False,False
22,yes,0.007193,True,False,False,False,False
22,country,0.006917,True,False,False,False,False
22,duty,0.006737,True,False,False,False,False
22,school,0.005529,True,False,False,False,False
22,give,0.005027,True,False,False,False,False
22,street,0.004942,True,False,False,False,False
22,military,0.00489,True,False,False,False,False
22,organization,0.004753,True,False,False,False,False
22,birth,0.00464,True,False,False,False,False
22,indicate,0.00461,True,False,False,False,False
22,citizenship,0.004576,True,False,False,False,False
22,month,0.004323,True,False,False,False,False
22,answer,0.003957,True,False,False,False,False
22,item,0.003855,True,False,False,False,False
22,employment,0.003738,True,False,False,False,False
22,full,0.003734,True,False,False,False,False
22,employee,0.00366,True,False,False,False,False
22,status,0.003508,True,False,False,False,False
23,line,0.043664,True,False,False,False,False
23,tax,0.019384,True,False,False,False,False
23,enter,0.017324,True,False,False,False,False
23,total,0.01531,True,False,False,False,False
23,income,0.013137,True,False,False,False,False
23,amount,0.012621,True,False,False,False,False
23,schedule,0.011906,True,False,False,False,False
23,loss,0.010199,True,False,False,False,False
23,instruction,0.008252,True,False,False,False,False
23,expense,0.007214,True,False,False,False,False
23,gain,0.006634,True,False,False,False,False
23,attach,0.006525,True,False,False,False,False
23,payment,0.006294,True,False,False,False,False
23,less,0.005454,True,False,False,False,False
23,credit,0.005188,True,False,False,False,False
23,business,0.004761,True,False,False,False,False
23,check,0.004686,True,False,False,False,False
23,social,0.004642,True,False,False,False,False
23,deduction,0.004532,True,False,False,False,False
23,net,0.004325,True,False,False,False,False
24,fbi,0.016609,False,True,False,False,False
24,committee,0.010846,True,False,False,False,False
24,king,0.008947,True,False,False,False,False
24,bureau,0.008619,True,False,False,False,False
24,attorney,0.008475,True,False,False,False,False
24,investigation,0.007175,True,False,False,False,False
24,jr.,0.006737,False,False,False,True,True
24,letter,0.006707,True,False,False,False,False
24,dated,0.006706,False,False,False,False,True
24,robert,0.006519,True,False,False,False,False
24,ssc,0.006233,False,False,False,False,True
24,select,0.00568,True,False,False,False,False
24,j.,0.005555,False,False,True,True,True
24,martin,0.005435,True,False,False,False,False
24,material,0.005322,True,False,False,False,False
24,luther,0.004954,True,False,False,False,False
24,house,0.004557,True,False,False,False,False
24,w.,0.004299,False,False,True,True,True
24,hsca,0.004285,False,False,False,False,True
24,enclosure,0.004277,True,False,False,False,False
25,city,0.007133,True,False,False,False,False
25,info,0.007132,False,False,False,False,True
25,mexico,0.006248,False,True,False,False,False
25,ref,0.00559,True,False,False,False,False
25,rid,0.005169,True,False,False,False,False
25,cite,0.004552,True,False,False,False,False
25,branch,0.00374,True,False,False,False,False
25,reproduction,0.003717,True,False,False,False,False
25,message,0.003601,True,False,False,False,False
25,prohibited,0.003554,False,False,False,False,True
25,total,0.003534,True,False,False,False,False
25,operational,0.003515,True,False,False,False,False
25,index,0.003322,True,False,False,False,False
25,approval,0.003202,True,False,False,False,False
25,per,0.003167,True,False,False,False,False
25,cuban,0.003048,True,False,False,False,False
25,destroy,0.002776,True,False,False,False,False
25,advance,0.002722,True,False,False,False,False
25,c,0.002719,True,False,True,False,True
25,jmwave,0.00261,False,False,False,False,True
26,info,0.007569,False,False,False,False,True
26,dir,0.006533,False,False,False,False,True
26,board,0.006326,True,False,False,False,False
26,cuba,0.006181,True,True,False,False,False
26,soviet,0.004953,True,True,False,False,False
26,mexi,0.004388,False,False,False,False,True
26,message,0.004006,True,False,False,False,False
26,cite,0.003699,True,False,False,False,False
26,mexico,0.003699,False,True,False,False,False
26,issuing,0.00361,True,False,False,False,False
26,routing,0.003482,True,False,False,False,False
26,reproduction,0.003471,True,False,False,False,False
26,ref,0.003362,True,False,False,False,False
26,meeting,0.003357,True,False,False,False,False
26,prohibited,0.003351,False,False,False,False,True
26,mccone,0.003206,False,False,False,False,True
26,lifeat,0.003076,False,False,False,False,True
26,cuban,0.00307,True,False,False,False,False
26,end,0.00306,True,False,False,False,False
26,dci,0.00291,False,False,False,False,True
27,q.,0.014854,False,False,True,True,True
27,king,0.013391,True,False,False,False,False
27,percent,0.010773,True,False,False,False,False
27,committee,0.010653,True,False,False,False,False
27,assigned,0.008866,True,False,False,False,False
27,bureau,0.008839,True,False,False,False,False
27,internal,0.00809,True,False,False,False,False
27,atlanta,0.007824,True,False,False,False,False
27,fbi,0.007641,False,True,False,False,False
27,select,0.00747,True,False,False,False,False
27,sclc,0.007404,False,False,False,False,True
27,investigation,0.006888,True,False,False,False,False
27,levison,0.006772,False,False,False,False,True
27,unit,0.006309,True,False,False,False,False
27,sa,0.006275,True,False,True,False,True
27,counterintelligence,0.006131,True,False,False,False,False
27,supervisor,0.005837,True,False,False,False,False
27,surveillance,0.005776,True,True,False,False,False
27,ssc,0.005679,False,False,False,False,True
27,writer,0.005558,True,False,False,False,False
28,oswald,0.014945,True,True,False,False,False
28,assassination,0.014918,True,False,False,False,False
28,jaffe,0.013669,False,False,False,False,True
28,kennedy,0.010651,False,False,False,False,True
28,president,0.008511,True,False,False,False,False
28,soviet,0.008258,True,True,False,False,False
28,pp,0.005708,False,False,True,False,True
28,commission,0.005605,True,False,False,False,False
28,warren,0.005442,True,False,False,False,False
28,public,0.005418,True,False,False,False,False
28,york,0.004628,True,False,False,False,False
28,november,0.004122,True,False,False,False,False
28,p.,0.004104,False,False,True,True,True
28,dated,0.003727,False,False,False,False,True
28,american,0.00368,True,False,False,False,False
28,lee,0.003648,True,False,False,False,False
28,washington,0.003519,True,False,False,False,False
28,december,0.003483,True,False,False,False,False
28,release,0.003479,True,False,False,False,False
28,board,0.003395,True,False,False,False,False
29,committee,0.021352,True,False,False,False,False
29,fbi,0.017131,False,True,False,False,False
29,investigation,0.008524,True,False,False,False,False
29,select,0.008278,True,False,False,False,False
29,bureau,0.00803,True,False,False,False,False
29,senate,0.007147,True,False,False,False,False
29,attorney,0.006708,True,False,False,False,False
29,material,0.006512,True,False,False,False,False
29,ssc,0.005831,False,False,False,False,True
29,department,0.005805,True,False,False,False,False
29,counsel,0.00477,True,False,False,False,False
29,interview,0.00477,True,False,False,False,False
29,w.,0.004081,False,False,True,True,True
29,legal,0.004076,True,False,False,False,False
29,ad,0.004042,True,False,True,False,True
29,letter,0.003887,True,False,False,False,False
29,dated,0.003765,False,False,False,False,True
29,j.,0.003576,False,False,True,True,True
29,dep,0.003418,False,False,False,False,True
29,federal,0.003333,True,False,False,False,False
30,committee,0.056574,True,False,False,False,False
30,employee,0.032128,True,False,False,False,False
30,house,0.031147,True,False,False,False,False
30,salary,0.021377,True,False,False,False,False
30,appointment,0.013933,True,False,False,False,False
30,payroll,0.013715,True,False,False,False,False
30,complete,0.013033,True,False,False,False,False
30,representative,0.012269,True,False,False,False,False
30,adjustment,0.011855,True,False,False,False,False
30,authorizing,0.011709,False,False,False,False,True
30,chairman,0.010843,True,False,False,False,False
30,effective,0.010094,True,False,False,False,False
30,administration,0.00967,True,False,False,False,False
30,item,0.009586,True,False,False,False,False
30,annual,0.008826,True,False,False,False,False
30,approved,0.008695,False,False,False,False,True
30,assassination,0.008525,True,False,False,False,False
30,joint,0.008326,True,False,False,False,False
30,authorization,0.008,True,False,False,False,False
30,clerk,0.007847,True,False,False,False,False
31,de,0.014912,True,False,True,False,True
31,cuban,0.010066,True,False,False,False,False
31,cuba,0.009417,True,True,False,False,False
31,la,0.00674,True,False,True,False,True
31,mexico,0.004349,False,True,False,False,False
31,en,0.003768,True,False,True,False,True
31,info,0.003319,False,False,False,False,True
31,el,0.003152,True,False,True,False,True
31,latin,0.003115,True,False,False,False,False
31,city,0.002961,True,False,False,False,False
31,communist,0.002841,True,True,False,False,False
31,del,0.002819,True,False,False,False,False
31,venezuela,0.002786,False,False,False,False,True
31,american,0.002698,True,False,False,False,False
31,guerrilla,0.002602,True,False,False,False,False
31,july,0.002515,True,False,False,False,False
31,embassy,0.002503,True,True,False,False,False
31,reported,0.00234,False,False,False,False,True
31,castro,0.002336,False,True,False,False,False
31,venezuelan,0.002314,True,False,False,False,False
32,performance,0.028844,True,False,False,False,False
32,rating,0.026138,True,False,False,False,False
32,duty,0.02095,True,False,False,False,False
32,employee,0.019487,True,False,False,False,False
32,specific,0.014743,True,False,False,False,False
32,supervisor,0.010856,True,False,False,False,False
32,letter,0.009374,True,False,False,False,False
32,current,0.009136,True,False,False,False,False
32,period,0.007538,True,False,False,False,False
32,responsibility,0.007461,True,False,False,False,False
32,training,0.007225,True,False,False,False,False
32,job,0.006556,True,False,False,False,False
32,manner,0.006173,True,False,False,False,False
32,reviewing,0.006151,False,False,False,False,True
32,evaluation,0.005436,True,False,False,False,False
32,overall,0.005171,True,False,False,False,False
32,assignment,0.005166,True,False,False,False,False
32,level,0.005126,True,False,False,False,False
32,outstanding,0.005028,True,False,False,False,False
32,ability,0.00467,True,False,False,False,False
