topic_id,word,weight,in_dictionary,in_cold_war_vocab,too_short,non_alpha,flagged_as_noise
4,question,0.004529,True,False,False,False,False
4,say,0.004493,True,False,False,False,False
4,paul,0.004415,True,False,False,False,False
4,phone,0.004241,True,False,False,False,False
4,yes,0.004147,True,False,False,False,False
4,street,0.004125,True,False,False,False,False
4,ward,0.003985,True,False,False,False,False
4,get,0.003687,True,False,False,False,False
4,going,0.003594,True,False,False,False,False
5,york,0.009609,True,False,False,False,False
5,woman,0.006577,True,False,False,False,False
5,washington,0.006358,True,False,False,False,False
5,bureau,0.006325,True,False,False,False,False
5,national,0.006152,True,False,False,False,False
5,fbi,0.006152,False,True,False,False,False
5,organization,0.004972,True,False,False,False,False
5,san,0.004648,True,False,False,False,False
5,party,0.004256,True,True,False,False,False
5,california,0.0041,True,False,False,False,False
5,jaffe,0.003733,False,False,False,False,True
5,francisco,0.003642,True,False,False,False,False
5,investigation,0.003584,True,False,False,False,False
5,department,0.003388,True,False,False,False,False
5,communist,0.003305,True,True,False,False,False
5,committee,0.003271,True,False,False,False,False
5,program,0.003231,True,False,False,False,False
5,january,0.003221,True,False,False,False,False
5,march,0.003194,True,False,False,False,False
5,meeting,0.003136,True,False,False,False,False
6,nosenko,0.042321,False,False,False,False,True
6,kgb,0.025175,False,True,False,False,False
6,soviet,0.01354,True,True,False,False,False
6,american,0.011836,True,False,False,False,False
6,moscow,0.011489,True,False,False,False,False
6,department,0.010581,True,False,False,False,False
6,embassy,0.008927,True,True,False,False,False
6,directorate,0.004377,True,False,False,False,False
6,code,0.003937,True,False,False,False,False
6,ussr,0.00387,False,False,False,False,True
6,second,0.00373,True,False,False,False,False
6,tourist,0.003696,True,False,False,False,False
6,deputy,0.003681,True,False,False,False,False
6,january,0.003302,True,False,False,False,False
6,seventh,0.003201,True,False,False,False,False
6,reported,0.00301,False,False,False,False,True
6,u.s.,0.002967,False,False,False,True,True
6,recruitment,0.002945,True,False,False,False,False
6,union,0.002864,True,False,False,False,False
6,period,0.002826,True,False,False,False,False
7,board,0.016172,True,False,False,False,False
7,assassination,0.012302,True,False,False,False,False
7,jfk,0.007432,False,False,False,False,True
7,release,0.007373,True,False,False,False,False
7,public,0.006183,True,False,False,False,False
7,collection,0.004831,True,False,False,False,False
7,cover,0.004483,True,False,False,False,False
7,tichborn,0.004418,False,False,False,False,True
7,material,0.004392,True,False,False,False,False
7,miami,0.00426,True,False,False,False,False
7,arrb,0.003557,False,False,False,False,True
7,president,0.00355,True,False,False,False,False
7,disclosure,0.003473,True,False,False,False,False
7,wiley,0.00342,False,False,False,False,True
7,fbi,0.003244,False,True,False,False,False
7,issue,0.003149,True,False,False,False,False
7,oswald,0.003148,True,True,False,False,False
7,employee,0.002714,True,False,False,False,False
7,kennedy,0.002676,False,False,False,False,True
7,florida,0.00265,True,False,False,False,False
8,mexico,0.011291,False,True,False,False,False
8,city,0.006463,True,False,False,False,False
8,cuba,0.005244,True,True,False,False,False
8,cuban,0.004814,True,False,False,False,False
8,de,0.003968,True,False,True,False,True
8,soviet,0.003453,True,True,False,False,False
8,trace,0.003124,True,False,False,False,False
8,birth,0.00294,True,False,False,False,False
8,embassy,0.002874,True,True,False,False,False
8,july,0.002847,True,False,False,False,False
8,havana,0.002764,True,False,False,False,False
8,known,0.002718,True,False,False,False,False
8,info,0.002689,False,False,False,False,True
8,october,0.002667,True,False,False,False,False
8,wife,0.002504,True,False,False,False,False
8,approval,0.002504,True,False,False,False,False
8,august,0.002312,True,False,False,False,False
8,dr.,0.002293,False,False,False,True,True
8,communist,0.002263,True,True,False,False,False
8,reported,0.002233,False,False,False,False,True
9,cuban,0.010147,True,False,False,False,False
9,castro,0.007667,False,True,False,False,False
9,cuba,0.007429,True,True,False,False,False
9,miami,0.004884,True,False,False,False,False
9,bosch,0.003883,True,False,False,False,False
9,u.s.,0.003587,False,False,False,True,True
9,meeting,0.003202,True,False,False,False,False
9,exile,0.003166,True,False,False,False,False
9,hunt,0.003148,True,False,False,False,False
9,president,0.003095,True,False,False,False,False
9,june,0.003038,True,False,False,False,False
9,assassination,0.002961,True,False,False,False,False
9,dated,0.002794,False,False,False,False,True
9,fbi,0.002758,False,True,False,False,False
9,kennedy,0.002683,False,False,False,False,True
9,july,0.002615,True,False,False,False,False
9,diem,0.002523,True,False,False,False,False
9,october,0.002493,True,False,False,False,False
9,involved,0.002238,True,False,False,False,False
9,plan,0.00215,True,False,False,False,False
10,project,0.011702,True,False,False,False,False
10,operational,0.007714,True,False,False,False,False
10,cover,0.006631,True,False,False,False,False
10,contract,0.006414,True,False,False,False,False
10,approval,0.004127,True,False,False,False,False
10,mexico,0.003951,False,True,False,False,False
10,support,0.003645,True,False,False,False,False
10,personnel,0.003471,True,False,False,False,False
10,headquarters,0.003404,True,False,False,False,False
10,period,0.003324,True,False,False,False,False
10,soviet,0.003283,True,True,False,False,False
10,city,0.003044,True,False,False,False,False
10,gerende,0.002948,False,False,False,False,True
10,fund,0.002839,True,False,False,False,False
10,required,0.002806,False,False,False,False,True
10,june,0.002716,True,False,False,False,False
10,july,0.002697,True,False,False,False,False
10,provided,0.002471,True,False,False,False,False
10,dispatch,0.002463,True,False,False,False,False
10,lifeat,0.002256,False,False,False,False,True
11,committee,0.055107,True,False,False,False,False
11,employee,0.031187,True,False,False,False,False
11,house,0.030083,True,False,False,False,False
11,salary,0.020684,True,False,False,False,False
11,payroll,0.013359,True,False,False,False,False
11,appointment,0.013334,True,False,False,False,False
11,complete,0.012604,True,False,False,False,False
11,representative,0.011703,True,False,False,False,False
11,adjustment,0.011536,True,False,False,False,False
11,authorizing,0.011318,False,False,False,False,True
11,chairman,0.010515,True,False,False,False,False
11,effective,0.01002,True,False,False,False,False
11,administration,0.009344,True,False,False,False,False
11,item,0.009005,True,False,False,False,False
11,annual,0.008569,True,False,False,False,False
11,approved,0.008564,False,False,False,False,True
11,assassination,0.00813,True,False,False,False,False
11,joint,0.007883,True,False,False,False,False
11,authorization,0.00775,True,False,False,False,False
11,change,0.007695,True,False,False,False,False
12,cuba,0.00926,True,True,False,False,False
12,cuban,0.007191,True,False,False,False,False
12,president,0.004875,True,False,False,False,False
12,castro,0.004071,False,True,False,False,False
12,communist,0.003654,True,True,False,False,False
12,de,0.003164,True,False,True,False,True
12,latin,0.00295,True,False,False,False,False
12,national,0.00291,True,False,False,False,False
12,american,0.002897,True,False,False,False,False
12,political,0.002893,True,False,False,False,False
12,charles,0.002848,True,False,False,False,False
12,plan,0.002834,True,False,False,False,False
12,country,0.002822,True,False,False,False,False
12,support,0.002717,True,False,False,False,False
12,military,0.00254,True,False,False,False,False
12,leader,0.002529,True,False,False,False,False
12,force,0.002425,True,False,False,False,False
12,party,0.002413,True,True,False,False,False
12,u.s.,0.002389,False,False,False,True,True
12,october,0.002292,True,False,False,False,False
13,info,0.012861,False,False,False,False,True
13,ref,0.009533,True,False,False,False,False
13,cite,0.007927,True,False,False,False,False
13,reproduction,0.007528,True,False,False,False,False
13,message,0.00732,True,False,False,False,False
13,city,0.007147,True,False,False,False,False
13,prohibited,0.006509,False,False,False,False,True
13,per,0.005536,True,False,False,False,False
13,unit,0.00548,True,False,False,False,False
13,rid,0.005279,True,False,False,False,False
13,issuing,0.004902,True,False,False,False,False
13,total,0.004888,True,False,False,False,False
13,mexico,0.004635,False,True,False,False,False
13,advance,0.003886,True,False,False,False,False
13,caracas,0.003548,False,False,False,False,True
13,routing,0.003456,True,False,False,False,False
13,january,0.003447,True,False,False,False,False
13,branch,0.003445,True,False,False,False,False
13,c,0.00341,True,False,True,False,True
13,de,0.003352,True,False,True,False,True
14,bpp,0.022784,False,False,False,False,True
14,chicago,0.019351,False,False,False,False,True
14,black,0.015183,True,False,False,False,False
14,illinois,0.014209,True,False,False,False,False
14,panther,0.010757,True,False,False,False,False
14,party,0.006613,True,True,False,False,False
14,hampton,0.006154,False,False,False,False,True
14,percent,0.005329,True,False,False,False,False
14,fbi,0.005067,False,True,False,False,False
14,federal,0.005024,True,False,False,False,False
14,ray,0.004962,True,False,False,False,False
14,bureau,0.004839,True,False,False,False,False
14,police,0.004459,True,False,False,False,False
14,people,0.003997,True,False,False,False,False
14,investigation,0.003984,True,False,False,False,False
14,march,0.003954,True,False,False,False,False
14,internal,0.0036,True,False,False,False,False
14,headquarters,0.00353,True,False,False,False,False
14,west,0.003493,True,False,False,False,False
14,chapter,0.003445,True,False,False,False,False
15,program,0.007973,True,False,False,False,False
15,department,0.007468,True,False,False,False,False
15,cuba,0.007237,True,True,False,False,False
15,country,0.007212,True,False,False,False,False
15,soviet,0.004771,True,True,False,False,False
15,military,0.004586,True,False,False,False,False
15,coverage,0.004458,True,False,False,False,False
15,s.,0.004334,False,False,True,True,True
15,u.,0.004248,False,False,True,True,True
15,cuban,0.004071,True,False,False,False,False
15,national,0.003764,True,False,False,False,False
15,investigation,0.003415,True,False,False,False,False
15,board,0.00341,True,False,False,False,False
15,effort,0.003293,True,False,False,False,False
15,force,0.003185,True,False,False,False,False
15,establishment,0.003174,True,False,False,False,False
15,u.s.,0.003035,False,False,False,True,True
15,president,0.002985,True,False,False,False,False
15,attorney,0.002923,True,False,False,False,False
15,political,0.00289,True,False,False,False,False
16,committee,0.020276,True,False,False,False,False
16,fbi,0.017828,False,True,False,False,False
16,select,0.00864,True,False,False,False,False
16,investigation,0.008635,True,False,False,False,False
16,bureau,0.00788,True,False,False,False,False
16,attorney,0.007173,True,False,False,False,False
16,senate,0.006562,True,False,False,False,False
16,ssc,0.006481,False,False,False,False,True
16,material,0.005696,True,False,False,False,False
16,counsel,0.005086,True,False,False,False,False
16,interview,0.005064,True,False,False,False,False
16,king,0.004841,True,False,False,False,False
16,department,0.004783,True,False,False,False,False
16,ad,0.004543,True,False,True,False,True
16,j.,0.004239,False,False,True,True,True
16,w.,0.004228,False,False,True,True,True
16,letter,0.004036,True,False,False,False,False
16,dep,0.003993,False,False,False,False,True
16,legal,0.003925,True,False,False,False,False
16,house,0.003706,True,False,False,False,False
17,black,0.022968,True,False,False,False,False
17,people,0.022538,True,False,False,False,False
17,party,0.017812,True,True,False,False,False
17,panther,0.014381,True,False,False,False,False
17,revolutionary,0.006208,True,False,False,False,False
17,community,0.005876,True,False,False,False,False
17,police,0.005038,True,False,False,False,False
17,free,0.004696,True,False,False,False,False
17,pig,0.004636,True,False,False,False,False
17,program,0.004599,True,False,False,False,False
17,detroit,0.004334,False,False,False,False,True
17,power,0.004201,True,False,False,False,False
17,white,0.003401,True,False,False,False,False
17,national,0.003359,True,False,False,False,False
17,newton,0.003189,True,False,False,False,False
17,revolution,0.003089,True,False,False,False,False
17,n't,0.003065,False,False,False,True,True
17,political,0.003025,True,False,False,False,False
17,struggle,0.002937,True,False,False,False,False
17,cleaver,0.00283,True,False,False,False,False
18,fbi,0.013308,False,True,False,False,False
18,committee,0.013272,True,False,False,False,False
18,bureau,0.010815,True,False,False,False,False
18,ssc,0.00648,False,False,False,False,True
18,mail,0.006205,True,False,False,False,False
18,letter,0.006198,True,False,False,False,False
18,attorney,0.005974,True,False,False,False,False
18,w.,0.004853,False,False,True,True,True
18,list,0.004728,True,False,False,False,False
18,select,0.004725,True,False,False,False,False
18,investigation,0.004642,True,False,False,False,False
18,senate,0.004592,True,False,False,False,False
18,internal,0.004436,True,False,False,False,False
18,riha,0.004319,False,False,False,False,True
18,department,0.004267,True,False,False,False,False
18,dated,0.00423,False,False,False,False,True
18,interview,0.004088,True,False,False,False,False
18,furnished,0.004061,True,False,False,False,False
18,material,0.003722,True,False,False,False,False
18,j.,0.003707,False,False,True,True,True
19,assassination,0.010709,True,False,False,False,False
19,oswald,0.007674,True,True,False,False,False
19,classification,0.007166,True,False,False,False,False
19,king,0.006909,True,False,False,False,False
19,kennedy,0.006612,False,False,False,False,True
19,dated,0.005845,False,False,False,False,True
19,dr.,0.005662,False,False,False,True,True
19,cuban,0.005577,True,False,False,False,False
19,jfk,0.005313,False,False,False,False,True
19,nsa,0.005247,False,True,False,False,False
19,president,0.005123,True,False,False,False,False
19,classified,0.004867,True,False,False,False,False
19,mexico,0.004668,False,True,False,False,False
19,november,0.004643,True,False,False,False,False
19,item,0.004539,True,False,False,False,False
19,committee,0.004448,True,False,False,False,False
19,p.,0.004387,False,False,True,True,True
19,fbi,0.004264,False,True,False,False,False
19,april,0.004159,True,False,False,False,False
19,march,0.004116,True,False,False,False,False
20,informant,0.0279,True,False,False,False,False
20,bureau,0.024436,True,False,False,False,False
20,index,0.012572,True,False,False,False,False
20,investigation,0.011474,True,False,False,False,False
20,organization,0.00899,True,False,False,False,False
20,card,0.008128,True,False,False,False,False
20,field,0.007167,True,False,False,False,False
20,letter,0.006806,True,False,False,False,False
20,statement,0.005206,True,False,False,False,False
20,sac,0.004857,True,False,False,False,False
20,subversive,0.004824,True,False,False,False,False
20,data,0.004571,True,False,False,False,False
20,potential,0.004402,True,False,False,False,False
20,authority,0.004354,True,False,False,False,False
20,communist,0.004304,True,True,False,False,False
20,confidential,0.004226,True,False,False,False,False
20,set,0.004151,True,False,False,False,False
20,furnished,0.004091,True,False,False,False,False
20,party,0.00359,True,True,False,False,False
20,necessary,0.003534,True,False,False,False,False
21,performance,0.01285,True,False,False,False,False
21,employee,0.011163,True,False,False,False,False
21,rating,0.01097,True,False,False,False,False
21,duty,0.01034,True,False,False,False,False
21,personnel,0.010306,True,False,False,False,False
21,code,0.008322,True,False,False,False,False
21,data,0.006928,True,False,False,False,False
21,grade,0.006299,True,False,False,False,False
21,signature,0.005981,True,False,False,False,False
21,specific,0.005972,True,False,False,False,False
21,salary,0.005663,True,False,False,False,False
21,period,0.005042,True,False,False,False,False
21,career,0.00449,True,False,False,False,False
21,letter,0.004405,True,False,False,False,False
21,effective,0.00433,True,False,False,False,False
21,current,0.004286,True,False,False,False,False
21,designation,0.004266,True,False,False,False,False
21,supervisor,0.004258,True,False,False,False,False
21,field,0.004247,True,False,False,False,False
21,assignment,0.004202,True,False,False,False,False
22,address,0.010605,True,False,False,False,False
22,city,0.008565,True,False,False,False,False
22,yes,0.00647,True,False,False,False,False
22,duty,0.006351,True,False,False,False,False
22,country,0.006056,True,False,False,False,False
22,school,0.004801,True,False,False,False,False
22,military,0.004551,True,False,False,False,False
22,organization,0.004524,True,False,False,False,False
22,street,0.004476,True,False,False,False,False
22,give,0.004462,True,False,False,False,False
22,month,0.004265,True,False,False,False,False
22,birth,0.004061,True,False,False,False,False
22,indicate,0.003996,True,False,False,False,False
22,employee,0.003996,True,False,False,False,False
22,citizenship,0.003948,True,False,False,False,False
22,employment,0.003935,True,False,False,False,False
22,item,0.003674,True,False,False,False,False
22,travel,0.003527,True,False,False,False,False
22,full,0.003492,True,False,False,False,False
22,answer,0.003465,True,False,False,False,False
